,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
295551,562.42636,Escherichia coli strain 134,562,WGS,4962717,50.64262,7.0,169856.0,,,123,4976.0,,88.0,,98.4,,,,2019-03-24T01:13:10.509Z
295563,562.42637,Escherichia coli strain 136,562,WGS,5082503,50.76196,9.0,229896.0,,,198,5141.0,,81.0,,98.7,,,,2019-03-24T01:09:58.305Z
295575,562.42638,Escherichia coli strain 137,562,WGS,4884529,50.82646,9.0,229896.0,,,115,4871.0,,86.0,,99.0,,,,2019-03-24T01:09:53.513Z
295582,562.42639,Escherichia coli strain 138,562,WGS,5177570,50.691536,14.0,127657.0,,,223,5316.0,,83.0,,99.0,,,,2019-03-24T01:10:03.409Z
295590,562.4264,Escherichia coli strain 139,562,WGS,5093252,50.788456,9.0,226495.0,,,174,5145.0,,82.0,,98.6,,,,2019-03-24T01:13:49.544Z
295593,562.7726,Escherichia coli strain 139,562,WGS,5273443,50.318092,14.0,125259.0,0.0,0.0,211,5300.0,4986.0,48.0,,97.9,,,,2021-08-01T17:34:02.244Z
295645,562.42641,Escherichia coli strain 140,562,WGS,4712487,50.626854,9.0,148156.0,,,128,4698.0,,85.0,,99.3,,,,2019-03-24T01:10:17.557Z
295694,562.42642,Escherichia coli strain 141,562,WGS,5146211,50.824112,13.0,113696.0,,,313,5285.0,,83.0,,99.3,,,,2019-03-24T01:15:58.749Z
295705,562.42643,Escherichia coli strain 142,562,WGS,4928025,50.732597,5.0,347997.0,,,183,4920.0,,79.0,,99.0,,,,2019-03-24T01:15:40.662Z
295719,562.42644,Escherichia coli strain 143,562,WGS,5194177,50.817234,9.0,229841.0,,,160,5271.0,,83.0,,98.2,,,,2019-03-24T01:16:22.490Z
295729,562.42645,Escherichia coli strain 144,562,WGS,5113561,50.717827,9.0,209444.0,,,119,5144.0,,83.0,,98.3,,,,2019-03-24T01:16:12.314Z
295740,562.42646,Escherichia coli strain 145,562,WGS,5287981,50.717953,16.0,106380.0,,,263,5572.0,,87.0,,98.3,,,,2019-03-24T01:16:32.963Z
295916,562.4265,Escherichia coli strain 153,562,WGS,5184383,50.771557,5.0,367001.0,,,188,5308.0,,88.0,,98.7,,,,2019-03-24T01:14:34.811Z
295931,562.42652,Escherichia coli strain 155,562,WGS,5350580,50.591488,10.0,201311.0,,,170,5502.0,,83.0,,98.4,,,,2019-03-24T01:18:35.725Z
295954,562.42653,Escherichia coli strain 158,562,WGS,5429052,50.66314,9.0,178862.0,,,181,5639.0,,79.0,,98.6,,,,2019-03-24T01:14:45.211Z
295965,562.42654,Escherichia coli strain 159,562,WGS,4855720,50.813496,12.0,143492.0,,,142,4836.0,,85.0,,99.2,,,,2019-03-24T01:15:45.523Z
296020,562.42657,Escherichia coli strain 161,562,WGS,4777078,50.773045,7.0,236179.0,,,91,4738.0,,85.0,,99.3,,,,2019-03-24T01:21:10.868Z
296042,562.42656,Escherichia coli strain 162,562,WGS,4795929,50.80194,6.0,282073.0,,,62,4677.0,,82.0,,99.0,,,,2019-03-24T01:17:25.389Z
296046,562.42658,Escherichia coli strain 163,562,WGS,4968524,50.67557,13.0,125887.0,,,129,4979.0,,87.0,,98.0,,,,2019-03-24T01:21:41.575Z
296051,562.42659,Escherichia coli strain 164,562,WGS,5262798,50.773586,9.0,174042.0,,,163,5374.0,,84.0,,98.2,,,,2019-03-24T01:22:23.220Z
296057,562.4266,Escherichia coli strain 165,562,WGS,5339939,50.584003,13.0,148205.0,,,179,5469.0,,89.0,,97.9,,,,2019-03-24T01:19:14.293Z
296062,562.42661,Escherichia coli strain 166,562,WGS,5245908,50.65165,8.0,228983.0,,,166,5382.0,,84.0,,98.5,,,,2019-03-24T01:19:24.992Z
296089,562.42662,Escherichia coli strain 169,562,WGS,5234424,50.689358,8.0,246502.0,,,112,5306.0,,79.0,,98.5,,,,2019-03-24T01:19:09.141Z
296121,562.42663,Escherichia coli strain 170,562,WGS,5245246,50.751022,9.0,222531.0,,,155,5350.0,,86.0,,98.4,,,,2019-03-24T01:19:19.702Z
296130,562.42664,Escherichia coli strain 172,562,WGS,5471251,50.337685,9.0,160486.0,,,173,5567.0,,90.0,,98.4,,,,2019-03-24T01:20:37.043Z
296179,562.7565,Escherichia coli strain 179,562,Complete,5127133,51.148613,1.0,4857938.0,1.0,2.0,3,4753.0,4183.0,85.0,,99.0,,,,2021-06-02T18:11:11.272Z
296406,562.42665,Escherichia coli strain 190,562,WGS,5256245,50.642483,6.0,304097.0,,,95,5348.0,,91.0,,98.6,,,,2019-03-24T01:25:18.883Z
296409,562.7723,Escherichia coli strain 190,562,WGS,5102153,50.652813,1.0,4865058.0,0.0,0.0,3,5096.0,4783.0,87.0,,99.3,,,,2021-08-01T17:03:14.075Z
296435,562.42666,Escherichia coli strain 194,562,WGS,5075939,50.492214,18.0,92815.0,,,240,5289.0,,81.0,,98.5,,,,2019-03-24T01:24:33.522Z
296445,562.42667,Escherichia coli strain 195,562,WGS,5437160,50.6028,9.0,174045.0,,,152,5621.0,,84.0,,98.4,,,,2019-03-24T01:25:50.005Z
296449,562.42668,Escherichia coli strain 196,562,WGS,5056841,50.725147,16.0,99718.0,,,251,5190.0,,83.0,,98.8,,,,2019-03-24T01:25:55.524Z
296454,562.42669,Escherichia coli strain 197,562,WGS,5431054,50.488808,9.0,233835.0,,,143,5449.0,,90.0,,98.6,,,,2019-03-24T01:25:44.331Z
296460,562.4267,Escherichia coli strain 198,562,WGS,5359031,50.643932,9.0,222568.0,,,147,5529.0,,81.0,,98.4,,,,2019-03-24T01:22:17.569Z
296464,562.42671,Escherichia coli strain 199,562,WGS,5103794,50.784847,9.0,217687.0,,,104,5090.0,,81.0,,98.5,,,,2019-03-24T01:21:52.519Z
296562,562.42672,Escherichia coli strain 200,562,WGS,5358988,50.647663,10.0,191792.0,,,151,5527.0,,81.0,,98.5,,,,2019-03-24T01:27:39.312Z
296567,562.7717,Escherichia coli strain 200135_aEPEC,562,WGS,4887442,50.62,10.0,137107.0,,,140,4998.0,4589.0,82.0,,98.8,99.6,0.0,,2016-01-17T17:07:15.506Z
296573,562.7763,Escherichia coli strain 200232,562,WGS,3484958,50.6,5.0,256817.0,,,16,3390.0,3181.0,54.0,,86.2,74.8,0.0,,2016-01-17T17:07:31.480Z
296580,562.7727,Escherichia coli strain 200439_aEPEC,562,WGS,4841256,50.5,12.0,137961.0,,,136,4966.0,4513.0,85.0,,99.1,100.0,0.7,,2016-01-17T17:07:18.723Z
296581,562.757,Escherichia coli strain 200456_aEPEC,562,WGS,4925653,50.55,11.0,147727.0,,,146,5037.0,4592.0,86.0,,99.4,99.6,0.0,,2016-01-17T17:05:10.001Z
296582,562.7789,Escherichia coli strain 200499,562,WGS,4791124,50.54,6.0,308962.0,,,49,4743.0,4444.0,74.0,,98.8,100.0,0.4,,2016-01-17T17:07:40.440Z
296586,562.7667,Escherichia coli strain 200696,562,WGS,1517035,50.37,3.0,233712.0,,,6,1491.0,1400.0,16.0,,85.1,35.5,0.0,,2016-01-17T17:06:58.141Z
296587,562.7577,Escherichia coli strain 200708_aEPEC,562,WGS,5160058,50.65,19.0,102611.0,,,219,5381.0,4871.0,90.0,,98.1,98.2,0.0,,2016-01-17T17:05:12.380Z
296588,562.7701,Escherichia coli strain 200758_aEPEC,562,WGS,5425305,50.39,12.0,149004.0,,,181,5678.0,5116.0,92.0,,99.4,100.0,0.4,,2016-01-17T17:07:09.852Z
296589,562.7618,Escherichia coli strain 200781_aEPEC,562,WGS,4773629,50.48,13.0,132620.0,,,89,4819.0,4432.0,83.0,,99.3,100.0,0.0,,2016-01-17T17:06:39.811Z
296598,562.7648,Escherichia coli strain 200959_aEPEC,562,WGS,5323410,50.51,22.0,73176.0,,,274,5643.0,5037.0,91.0,,98.7,100.0,0.4,,2016-01-17T17:06:50.745Z
296624,562.7735,Escherichia coli strain 201191_aEPEC,562,WGS,4960976,50.64,13.0,135225.0,,,156,5069.0,4632.0,87.0,,99.1,100.0,0.0,,2016-01-17T17:07:21.413Z
296633,562.7646,Escherichia coli strain 201214_aEPEC,562,WGS,5098885,50.47,18.0,97718.0,,,154,5283.0,4802.0,90.0,,99.0,100.0,0.4,,2016-01-17T17:06:49.798Z
296661,562.7669,Escherichia coli strain 201350,562,WGS,4999139,50.56,6.0,283986.0,,,77,5038.0,4677.0,81.0,,99.1,100.0,0.0,,2016-01-17T17:06:58.756Z
296662,562.7683,Escherichia coli strain 201381_aEPEC,562,WGS,4927275,50.76,26.0,54100.0,,,294,5165.0,4655.0,89.0,,98.6,99.6,0.0,,2016-01-17T17:07:03.603Z
296705,562.7637,Escherichia coli strain 201488_aEPEC,562,WGS,5148303,50.65,18.0,102731.0,,,213,5363.0,4857.0,89.0,,98.2,98.2,0.0,,2016-01-17T17:06:46.639Z
296794,562.7642,Escherichia coli strain 201534_aEPEC,562,WGS,5052902,50.58,24.0,57564.0,,,226,5326.0,4790.0,83.0,,98.6,99.6,1.1,,2016-01-17T17:06:48.451Z
296795,562.7634,Escherichia coli strain 201589_aEPEC,562,WGS,5225430,50.67,18.0,118525.0,,,232,5490.0,4966.0,91.0,,98.1,98.2,0.0,,2016-01-17T17:06:45.651Z
296863,562.42673,Escherichia coli strain 202,562,WGS,4965687,50.72283,12.0,137062.0,,,185,5006.0,,86.0,,98.9,,,,2019-03-24T01:23:50.947Z
296870,562.7741,Escherichia coli strain 202317_aEPEC,562,WGS,4804932,50.42,12.0,125346.0,,,110,4877.0,4479.0,81.0,,99.3,100.0,0.4,,2016-01-17T17:07:23.443Z
296871,562.7658,Escherichia coli strain 202374,562,WGS,5129442,50.59,12.0,154523.0,,,145,5268.0,4818.0,91.0,,99.4,100.0,0.0,,2016-01-17T17:06:54.291Z
296872,562.7689,Escherichia coli strain 202387,562,WGS,5214825,50.57,23.0,69114.0,,,271,5473.0,4905.0,86.0,,98.5,100.0,0.0,,2016-01-17T17:07:05.701Z
296873,562.7721,Escherichia coli strain 202423_aEPEC,562,WGS,5097432,50.52,13.0,123127.0,,,179,5224.0,4773.0,92.0,,99.2,100.0,0.0,,2016-01-17T17:07:16.865Z
296874,562.767,Escherichia coli strain 202443_aEPEC,562,WGS,5096946,50.52,13.0,123203.0,,,162,5216.0,4776.0,93.0,,99.2,100.0,0.0,,2016-01-17T17:06:59.081Z
296875,562.7617,Escherichia coli strain 202453_aEPEC,562,WGS,5127015,50.61,11.0,193640.0,,,144,5284.0,4840.0,86.0,,99.3,100.0,0.0,,2016-01-17T17:06:39.435Z
296876,562.7765,Escherichia coli strain 202474,562,WGS,5116051,50.57,12.0,154539.0,,,163,5265.0,4800.0,90.0,,99.4,100.0,0.0,,2016-01-17T17:07:32.220Z
296877,562.7659,Escherichia coli strain 202521_aEPEC,562,WGS,4860971,50.56,5.0,417490.0,,,74,4994.0,4639.0,88.0,,98.1,100.0,0.7,,2016-01-17T17:06:54.668Z
296882,562.7731,Escherichia coli strain 202621_aEPEC,562,WGS,5412502,50.5,22.0,73653.0,,,274,5744.0,5120.0,93.0,,98.7,100.0,0.0,,2016-01-17T17:07:19.993Z
296889,562.77,Escherichia coli strain 202833_aEPEC,562,WGS,4961096,50.83,24.0,70867.0,,,183,5120.0,4683.0,87.0,,98.6,100.0,0.0,,2016-01-17T17:07:09.553Z
296891,562.7582,Escherichia coli strain 202973_aEPEC,562,WGS,4742618,50.5,10.0,191035.0,,,94,4740.0,4361.0,83.0,,99.3,100.0,0.4,,2016-01-17T17:05:14.211Z
296903,562.7781,Escherichia coli strain 203470_aEPEC,562,WGS,4950756,50.57,18.0,95282.0,,,119,5091.0,4681.0,91.0,,99.1,100.0,0.4,,2016-01-17T17:07:37.462Z
296915,562.42674,Escherichia coli strain 204,562,WGS,4792468,50.804615,5.0,425435.0,,,62,4679.0,,82.0,,99.0,,,,2019-03-24T01:23:46.171Z
296924,562.7636,Escherichia coli strain 204263_aEPEC,562,WGS,5215348,50.54,11.0,139796.0,,,143,5437.0,4945.0,87.0,,99.6,100.0,0.0,,2016-01-17T17:06:46.330Z
296925,562.7645,Escherichia coli strain 204302_aEPEC,562,WGS,4874460,50.8,21.0,83727.0,,,163,5006.0,4590.0,88.0,,98.6,100.0,0.0,,2016-01-17T17:06:49.487Z
296939,562.42675,Escherichia coli strain 205,562,WGS,5379412,50.65613,17.0,98330.0,,,262,5612.0,,85.0,,97.9,,,,2019-03-24T01:24:08.002Z
296944,562.42676,Escherichia coli strain 207,562,WGS,5140353,50.7492,8.0,229953.0,,,116,5167.0,,80.0,,98.5,,,,2019-03-24T01:24:02.897Z
297176,562.42677,Escherichia coli strain 219,562,WGS,5097870,50.69853,13.0,128709.0,,,162,5163.0,,85.0,,98.7,,,,2019-03-24T01:25:13.774Z
297195,562.42678,Escherichia coli strain 221,562,WGS,5258527,50.60419,14.0,120577.0,,,153,5269.0,,83.0,,98.9,,,,2019-03-24T01:30:42.690Z
297203,562.42679,Escherichia coli strain 222,562,WGS,5356921,50.630127,15.0,108141.0,,,202,5428.0,,83.0,,98.8,,,,2019-03-24T01:31:19.380Z
297235,562.4268,Escherichia coli strain 223,562,WGS,4941247,50.551884,12.0,128100.0,,,157,4982.0,,84.0,,98.6,,,,2019-03-24T01:26:23.002Z
297268,562.42681,Escherichia coli strain 232,562,WGS,5001097,50.720196,7.0,222567.0,,,105,5006.0,,79.0,,99.1,,,,2019-03-24T01:26:29.150Z
297270,562.42682,Escherichia coli strain 233,562,WGS,5095103,50.599133,7.0,279970.0,,,106,5116.0,,83.0,,99.1,,,,2019-03-24T01:31:26.858Z
297275,562.42683,Escherichia coli strain 235,562,WGS,5230361,50.653847,10.0,191227.0,,,199,5393.0,,83.0,,97.8,,,,2019-03-24T01:28:37.652Z
297277,562.42684,Escherichia coli strain 236,562,WGS,9871684,50.72641,188.0,14576.0,,,3465,11997.0,,152.0,,47.9,,,,2019-03-24T01:31:31.906Z
297280,562.42685,Escherichia coli strain 237,562,WGS,5222817,50.662506,15.0,97398.0,,,285,5374.0,,89.0,,98.1,,,,2019-03-24T01:28:51.952Z
297291,562.42686,Escherichia coli strain 24,562,WGS,5050545,50.72591,11.0,137977.0,,,238,5148.0,,86.0,,98.7,,,,2019-03-24T01:28:46.857Z
297303,562.42687,Escherichia coli strain 240,562,WGS,5038102,50.692543,24.0,56729.0,,,341,5186.0,,89.0,,97.4,,,,2019-03-24T01:33:38.387Z
297305,562.42688,Escherichia coli strain 241,562,WGS,4906628,50.62793,7.0,209496.0,,,95,4927.0,,83.0,,99.0,,,,2019-03-24T01:29:32.163Z
297310,562.42689,Escherichia coli strain 243,562,WGS,5393927,50.40869,9.0,243469.0,,,178,5517.0,,83.0,,98.9,,,,2019-03-24T01:34:26.859Z
297312,562.4269,Escherichia coli strain 244,562,WGS,5074441,50.73958,7.0,241925.0,,,126,5060.0,,87.0,,98.3,,,,2019-03-24T01:34:21.483Z
297314,562.42691,Escherichia coli strain 245,562,WGS,5197087,50.656544,7.0,280310.0,,,152,5129.0,,87.0,,99.0,,,,2019-03-24T01:34:32.541Z
297572,562.42692,Escherichia coli strain 248,562,WGS,5589764,50.479046,12.0,148332.0,,,306,5852.0,,91.0,,98.1,,,,2019-03-24T01:34:58.159Z
297599,562.42693,Escherichia coli strain 253,562,WGS,5360405,50.643112,10.0,193325.0,,,155,5535.0,,81.0,,98.5,,,,2019-03-24T01:31:07.965Z
297606,562.42694,Escherichia coli strain 254,562,WGS,5219014,50.794594,7.0,239103.0,,,199,5382.0,,85.0,,98.7,,,,2019-03-24T01:31:13.280Z
297612,562.42695,Escherichia coli strain 257,562,WGS,5217703,50.71793,10.0,188843.0,,,166,5304.0,,84.0,,98.3,,,,2019-03-24T01:36:15.086Z
297614,562.42696,Escherichia coli strain 258,562,WGS,5430377,50.714344,9.0,193585.0,,,135,5635.0,,85.0,,98.7,,,,2019-03-24T01:33:08.957Z
297616,562.42697,Escherichia coli strain 259,562,WGS,5279975,50.618378,12.0,149212.0,,,270,5503.0,,90.0,,99.0,,,,2019-03-24T01:33:03.760Z
297634,562.42698,Escherichia coli strain 262,562,WGS,5254882,50.83459,9.0,191780.0,,,168,5365.0,,83.0,,98.5,,,,2019-03-24T01:33:14.308Z
297636,562.42699,Escherichia coli strain 263,562,WGS,5128421,50.700283,7.0,242959.0,,,98,5050.0,,80.0,,98.7,,,,2019-03-24T01:34:16.409Z
297638,562.427,Escherichia coli strain 264,562,WGS,5295264,50.560368,7.0,240528.0,,,215,5352.0,,83.0,,98.8,,,,2019-03-24T01:39:29.216Z
297642,562.42701,Escherichia coli strain 265,562,WGS,5467578,50.65424,16.0,106020.0,,,231,5610.0,,90.0,,98.7,,,,2019-03-24T01:35:46.060Z
297707,562.42702,Escherichia coli strain 279,562,WGS,5138877,50.755623,8.0,229896.0,,,117,5170.0,,82.0,,98.4,,,,2019-03-24T01:35:41.035Z
297717,562.42703,Escherichia coli strain 280,562,WGS,5075248,50.631165,9.0,189588.0,,,122,4987.0,,85.0,,99.0,,,,2019-03-24T01:39:39.866Z
297720,562.42704,Escherichia coli strain 281,562,WGS,4978772,50.742874,6.0,294529.0,,,120,4994.0,,84.0,,98.6,,,,2019-03-24T01:39:45.265Z
297722,562.42705,Escherichia coli strain 282,562,WGS,5177586,50.62322,9.0,207161.0,,,126,5158.0,,85.0,,98.9,,,,2019-03-24T01:35:59.068Z
297726,562.42706,Escherichia coli strain 283,562,WGS,5432271,50.729664,9.0,222496.0,,,145,5611.0,,86.0,,98.7,,,,2019-03-24T01:37:48.739Z
297744,562.42707,Escherichia coli strain 284,562,WGS,4741487,50.855564,7.0,218969.0,,,90,4643.0,,82.0,,99.5,,,,2019-03-24T01:37:18.837Z
297748,562.42708,Escherichia coli strain 286,562,WGS,5177577,50.473106,5.0,348151.0,,,122,5159.0,,81.0,,98.9,,,,2019-03-24T01:37:43.666Z
297757,562.42709,Escherichia coli strain 287,562,WGS,10639957,54.266815,17.0,191252.0,,,357,10801.0,,169.0,,50.8,,,,2019-03-24T01:48:09.652Z
297830,562.7622,Escherichia coli strain 300073,562,Complete,567150,51.27,1.0,567150.0,,,1,524.0,503.0,8.0,,91.9,10.4,0.0,,2016-01-17T17:06:41.453Z
297832,562.778,Escherichia coli strain 300086_aEPEC,562,WGS,5216908,50.65,21.0,79944.0,,,278,5504.0,4916.0,95.0,,98.8,100.0,0.0,,2016-01-17T17:07:37.120Z
297845,562.7655,Escherichia coli strain 300711_aEPEC,562,WGS,4885912,50.63,10.0,167731.0,,,122,4932.0,4533.0,89.0,,99.5,100.0,0.0,,2016-01-17T17:06:52.932Z
297850,562.7575,Escherichia coli strain 300795_aEPEC,562,WGS,4989190,50.7,9.0,183148.0,,,111,4996.0,4628.0,81.0,,99.1,100.0,0.0,,2016-01-17T17:05:11.711Z
297851,562.7688,Escherichia coli strain 300812_aEPEC,562,WGS,4780871,50.46,12.0,125697.0,,,102,4842.0,4445.0,82.0,,99.3,100.0,0.4,,2016-01-17T17:07:05.322Z
297852,562.7657,Escherichia coli strain 300814_aEPEC,562,WGS,4782456,50.46,11.0,147628.0,,,107,4844.0,4452.0,80.0,,99.2,100.0,0.4,,2016-01-17T17:06:53.911Z
297866,562.7624,Escherichia coli strain 302082,562,WGS,5049654,50.62,12.0,118949.0,,,118,5143.0,4744.0,77.0,,99.6,100.0,0.0,,2016-01-17T17:06:42.196Z
297870,562.7728,Escherichia coli strain 302302,562,WGS,4959050,50.6,9.0,169200.0,,,111,5057.0,4637.0,83.0,,99.6,100.0,0.0,,2016-01-17T17:07:19.035Z
297873,562.7665,Escherichia coli strain 302613,562,WGS,4965260,50.7,13.0,103125.0,,,134,5032.0,4665.0,79.0,,98.5,99.6,0.4,,2016-01-17T17:06:57.441Z
297874,562.7785,Escherichia coli strain 302619,562,WGS,5169407,50.41,25.0,58617.0,,,270,5430.0,4896.0,84.0,,98.9,99.6,0.7,,2016-01-17T17:07:38.721Z
297877,562.7649,Escherichia coli strain 302700,562,WGS,4855592,50.4,11.0,150401.0,,,102,4934.0,4547.0,79.0,,99.3,100.0,0.4,,2016-01-17T17:06:51.120Z
297878,562.7732,Escherichia coli strain 302701,562,WGS,4937272,50.54,12.0,147669.0,,,97,4979.0,4593.0,83.0,,99.5,100.0,0.0,,2016-01-17T17:07:20.307Z
297879,562.7766,Escherichia coli strain 302710,562,WGS,4783658,50.71,8.0,210338.0,,,82,4738.0,4402.0,75.0,,99.6,100.0,0.0,,2016-01-17T17:07:32.520Z
297905,562.4271,Escherichia coli strain 309,562,WGS,5001424,50.615185,10.0,184922.0,,,135,5024.0,,88.0,,98.2,,,,2019-03-24T01:39:34.765Z
297908,562.17733,Escherichia coli strain 30934,562,WGS,5420253,50.38,21.0,74711.0,,12.0,594,6254.0,6046.0,86.0,,98.4,100.0,0.0,,2017-07-23T04:12:26.624Z
297942,562.42711,Escherichia coli strain 314,562,WGS,5183949,50.63825,15.0,118965.0,,,169,5142.0,,84.0,,98.8,,,,2019-03-24T01:42:52.895Z
297950,562.42712,Escherichia coli strain 316,562,WGS,5100846,50.778656,13.0,128334.0,,,131,5111.0,,86.0,,98.7,,,,2019-03-24T01:42:47.819Z
297958,562.42713,Escherichia coli strain 317,562,WGS,5653360,50.302563,11.0,158984.0,,,236,5845.0,,85.0,,98.4,,,,2019-03-24T01:43:51.520Z
297961,562.42714,Escherichia coli strain 318,562,WGS,5528156,50.50352,13.0,141741.0,,,305,5682.0,,94.0,,98.6,,,,2019-03-24T01:43:44.605Z
297967,562.42715,Escherichia coli strain 319,562,WGS,5125919,50.68295,7.0,250630.0,,,89,5111.0,,80.0,,99.0,,,,2019-03-24T01:39:55.849Z
298006,562.42716,Escherichia coli strain 325,562,WGS,5059939,50.55505,6.0,265507.0,,,121,5106.0,,83.0,,99.0,,,,2019-03-24T01:40:21.623Z
298011,562.42717,Escherichia coli strain 326,562,WGS,5108860,50.431602,4.0,383786.0,,,56,5109.0,,80.0,,98.7,,,,2019-03-24T01:40:40.041Z
298013,562.42718,Escherichia coli strain 327,562,WGS,5345955,50.73204,9.0,201100.0,,,124,5471.0,,85.0,,98.6,,,,2019-03-24T01:45:04.449Z
298044,562.42719,Escherichia coli strain 337,562,WGS,5229560,50.751766,8.0,230010.0,,,156,5297.0,,81.0,,98.7,,,,2019-03-24T01:41:50.467Z
298046,562.4272,Escherichia coli strain 338,562,WGS,5270106,50.653744,10.0,220833.0,,,143,5416.0,,80.0,,98.7,,,,2019-03-24T01:42:25.019Z
298073,562.42721,Escherichia coli strain 343,562,WGS,5156561,50.594013,8.0,201310.0,,,124,5042.0,,83.0,,99.0,,,,2019-03-24T01:42:30.244Z
298078,562.42722,Escherichia coli strain 344,562,WGS,5366743,50.546963,20.0,88490.0,,,307,5473.0,,85.0,,98.7,,,,2019-03-24T01:48:19.953Z
298086,562.42723,Escherichia coli strain 347,562,WGS,5422071,50.631317,9.0,229901.0,,,158,5616.0,,82.0,,98.4,,,,2019-03-24T01:44:58.821Z
298147,562.42724,Escherichia coli strain 363,562,WGS,4990108,50.69736,9.0,174293.0,,,116,4963.0,,87.0,,98.7,,,,2019-03-24T01:47:39.574Z
298153,562.42725,Escherichia coli strain 364,562,WGS,5030778,50.74533,9.0,216213.0,,,120,4993.0,,83.0,,98.7,,,,2019-03-24T01:47:44.626Z
298183,562.42726,Escherichia coli strain 367,562,WGS,5243493,50.79948,10.0,200334.0,,,214,5383.0,,83.0,,98.6,,,,2019-03-24T01:44:53.372Z
298188,562.42727,Escherichia coli strain 368,562,WGS,5040003,50.765545,10.0,197551.0,,,115,5034.0,,82.0,,98.4,,,,2019-03-24T01:44:48.220Z
298190,562.42728,Escherichia coli strain 369,562,WGS,4755928,50.727554,5.0,318784.0,,,76,4650.0,,83.0,,99.2,,,,2019-03-24T01:45:10.007Z
298203,562.42729,Escherichia coli strain 370,562,WGS,4798832,50.81678,8.0,222899.0,,,136,4793.0,,85.0,,99.1,,,,2019-03-24T01:46:00.647Z
298217,562.4273,Escherichia coli strain 375,562,WGS,4930380,50.67208,8.0,171599.0,,,145,4925.0,,83.0,,98.7,,,,2019-03-24T01:46:55.654Z
298223,562.42731,Escherichia coli strain 377,562,WGS,5345351,50.63398,7.0,222531.0,,,139,5513.0,,82.0,,98.6,,,,2019-03-24T01:47:11.275Z
298273,562.42732,Escherichia coli strain 394,562,WGS,4977481,50.8109,11.0,166856.0,,,141,4994.0,,87.0,,99.0,,,,2019-03-24T01:51:50.604Z
298279,562.42733,Escherichia coli strain 399,562,WGS,4978027,50.827694,7.0,252719.0,,,97,4983.0,,83.0,,99.3,,,,2019-03-24T01:51:55.531Z
298348,562.7661,Escherichia coli strain 400549_aEPEC,562,WGS,5169761,50.51,11.0,116220.0,,,159,5340.0,4877.0,79.0,,99.0,100.0,0.0,,2016-01-17T17:06:55.952Z
298352,562.7687,Escherichia coli strain 400654_aEPEC,562,WGS,5408811,50.22,11.0,146462.0,,,151,5568.0,5078.0,90.0,,98.8,99.6,0.0,,2016-01-17T17:07:04.942Z
298363,562.7739,Escherichia coli strain 400896,562,WGS,2911360,50.59,5.0,225993.0,,,14,2838.0,2670.0,43.0,,81.2,61.1,0.0,,2016-01-17T17:07:22.819Z
298364,562.7705,Escherichia coli strain 400897_aEPEC,562,WGS,5141198,50.54,25.0,64759.0,,,256,5524.0,4931.0,92.0,,98.5,100.0,0.0,,2016-01-17T17:07:11.398Z
298368,562.775,Escherichia coli strain 400998_aEPEC,562,WGS,4857902,50.78,23.0,76387.0,,,188,4996.0,4567.0,86.0,,98.5,100.0,0.0,,2016-01-17T17:07:26.771Z
298370,562.7704,Escherichia coli strain 401082,562,WGS,4643391,50.72,8.0,184737.0,,,39,4586.0,4296.0,77.0,,99.4,100.0,0.0,,2016-01-17T17:07:11.082Z
298374,562.7583,Escherichia coli strain 401174_aEPEC,562,WGS,4818567,50.54,8.0,210422.0,,,65,4842.0,4472.0,81.0,,99.3,100.0,0.0,,2016-01-17T17:05:14.521Z
298379,562.7673,Escherichia coli strain 401250_aEPEC,562,WGS,5120203,50.52,11.0,141339.0,,,171,5294.0,4860.0,85.0,,99.0,100.0,0.7,,2016-01-17T17:07:00.214Z
298381,562.7679,Escherichia coli strain 401352,562,WGS,4811556,50.67,7.0,211425.0,,,96,4843.0,4496.0,78.0,,99.1,100.0,0.4,,2016-01-17T17:07:02.294Z
298382,562.7653,Escherichia coli strain 401363,562,WGS,4679352,50.68,7.0,281913.0,,,33,4626.0,4356.0,71.0,,98.9,98.9,0.0,,2016-01-17T17:06:52.613Z
298384,562.7792,Escherichia coli strain 401480_aEPEC,562,WGS,4882059,50.52,7.0,193214.0,,,79,5036.0,4641.0,88.0,,98.1,100.0,0.7,,2016-01-17T17:07:41.540Z
298385,562.7684,Escherichia coli strain 401553,562,WGS,5211678,50.58,15.0,125155.0,,,167,5421.0,4935.0,90.0,,99.1,100.0,0.0,,2016-01-17T17:07:03.987Z
298387,562.7581,Escherichia coli strain 401596_aEPEC,562,WGS,5196822,50.42,12.0,163532.0,,,159,5419.0,4911.0,80.0,,99.1,100.0,0.0,,2016-01-17T17:05:13.900Z
298394,562.7641,Escherichia coli strain 401686,562,WGS,951382,50.41,2.0,324659.0,,,3,927.0,880.0,11.0,,88.2,19.6,0.0,,2016-01-17T17:06:48.079Z
298395,562.7697,Escherichia coli strain 401709_aEPEC,562,WGS,5204687,50.43,11.0,184711.0,,,130,5410.0,4921.0,83.0,,99.1,100.0,0.0,,2016-01-17T17:07:08.526Z
